,date,name,point
1360,2018-07-29,소공녀,8.88
1361,2018-07-29,비포 선라이즈,8.88
1362,2018-07-29,극장판 도라에몽: 진구의 보물섬,8.78
1363,2018-07-29,신비아파트: 금빛 도깨비와 비밀의 동굴,8.76
1364,2018-07-29,바닷마을 다이어리,8.74
1365,2018-07-29,"부르고뉴, 와인에서 찾은 인생",8.71
1366,2018-07-29,앤트맨과 와스프,8.66
1367,2018-07-29,걸어도 걸어도,8.64
1368,2018-07-29,안경,8.6
1369,2018-07-29,몬스터 호텔 3,8.59
1370,2018-07-29,아비정전,8.51
1371,2018-07-29,이별의 아침에 약속의 꽃을 장식하자,8.49
1372,2018-07-29,시카리오: 데이 오브 솔다도,8.48
1373,2018-07-29,탐정: 리턴즈,8.44
1374,2018-07-29,나를 차버린 스파이,8.38
1375,2018-07-29,카모메 식당,8.38
1376,2018-07-29,신은 죽지 않았다 3: 어둠 속의 빛,8.37
1377,2018-07-29,노인을 위한 나라는 없다,8.2
1378,2018-07-29,고양이를 빌려드립니다,8.08
1379,2018-07-29,파리로 가는 길,7.9
1380,2018-07-29,아이 엠 러브,7.89
1381,2018-07-29,한여름의 판타지아,7.83
1382,2018-07-29,세 번째 살인,7.78
1383,2018-07-29,신과함께-인과 연,7.73
1384,2018-07-29,콜 미 바이 유어 네임,7.55
1385,2018-07-29,킬링 디어,7.16
1386,2018-07-29,공작,6.87
1387,2018-07-29,메가로돈,6.73
1388,2018-07-29,조선명탐정: 흡혈괴마의 비밀,6.65
1389,2018-07-29,곤지암,6.47
1390,2018-07-29,목격자,5.66
1391,2018-07-29,인랑,3.87
1392,2018-07-30,당갈,9.52
1393,2018-07-30,허스토리,9.35
1394,2018-07-30,"지금, 만나러 갑니다",9.34
1395,2018-07-30,인크레더블 2,9.27
1396,2018-07-30,1987,9.25
1397,2018-07-30,극장판 헬로카봇 : 백악기 시대,9.24
1398,2018-07-30,명탐정 코난 : 제로의 집행인,9.23
1399,2018-07-30,어느 가족,9.22
1400,2018-07-30,러빙 빈센트,9.19
1401,2018-07-30,내 사랑,9.17
1402,2018-07-30,미션 임파서블: 폴아웃,9.14
1403,2018-07-30,맘마미아!2,9.07
1404,2018-07-30,어벤져스: 인피니티 워,8.95
1405,2018-07-30,너의 결혼식,8.94
1406,2018-07-30,그것만이 내 세상,8.92
1407,2018-07-30,바르다가 사랑한 얼굴들,8.91
1408,2018-07-30,소공녀,8.88
1409,2018-07-30,비포 선라이즈,8.88
1410,2018-07-30,극장판 도라에몽: 진구의 보물섬,8.78
1411,2018-07-30,신비아파트: 금빛 도깨비와 비밀의 동굴,8.76
1412,2018-07-30,바닷마을 다이어리,8.74
1413,2018-07-30,"부르고뉴, 와인에서 찾은 인생",8.71
1414,2018-07-30,앤트맨과 와스프,8.66
1415,2018-07-30,걸어도 걸어도,8.64
1416,2018-07-30,안경,8.6
1417,2018-07-30,몬스터 호텔 3,8.59
1418,2018-07-30,아비정전,8.51
1419,2018-07-30,이별의 아침에 약속의 꽃을 장식하자,8.49
1420,2018-07-30,시카리오: 데이 오브 솔다도,8.48
1421,2018-07-30,탐정: 리턴즈,8.44
1422,2018-07-30,나를 차버린 스파이,8.38
1423,2018-07-30,카모메 식당,8.38
1424,2018-07-30,신은 죽지 않았다 3: 어둠 속의 빛,8.37
1425,2018-07-30,노인을 위한 나라는 없다,8.2
1426,2018-07-30,고양이를 빌려드립니다,8.08
1427,2018-07-30,파리로 가는 길,7.9
1428,2018-07-30,아이 엠 러브,7.89
1429,2018-07-30,한여름의 판타지아,7.83
1430,2018-07-30,세 번째 살인,7.78
1431,2018-07-30,신과함께-인과 연,7.73
1432,2018-07-30,콜 미 바이 유어 네임,7.55
1433,2018-07-30,킬링 디어,7.16
1434,2018-07-30,공작,6.87
1435,2018-07-30,메가로돈,6.73
1436,2018-07-30,조선명탐정: 흡혈괴마의 비밀,6.65
1437,2018-07-30,곤지암,6.47
1438,2018-07-30,목격자,5.66
1439,2018-07-30,인랑,3.87
1440,2018-07-31,당갈,9.52
1441,2018-07-31,허스토리,9.35
1442,2018-07-31,"지금, 만나러 갑니다",9.34
1443,2018-07-31,인크레더블 2,9.27
1444,2018-07-31,1987,9.25
1445,2018-07-31,극장판 헬로카봇 : 백악기 시대,9.24
1446,2018-07-31,명탐정 코난 : 제로의 집행인,9.23
1447,2018-07-31,어느 가족,9.22
1448,2018-07-31,러빙 빈센트,9.19
1449,2018-07-31,내 사랑,9.17
1450,2018-07-31,미션 임파서블: 폴아웃,9.14
1451,2018-07-31,맘마미아!2,9.07
1452,2018-07-31,어벤져스: 인피니티 워,8.95
1453,2018-07-31,너의 결혼식,8.94
1454,2018-07-31,그것만이 내 세상,8.92
1455,2018-07-31,바르다가 사랑한 얼굴들,8.91
1456,2018-07-31,소공녀,8.88
1457,2018-07-31,비포 선라이즈,8.88
1458,2018-07-31,극장판 도라에몽: 진구의 보물섬,8.78
1459,2018-07-31,신비아파트: 금빛 도깨비와 비밀의 동굴,8.76
1460,2018-07-31,바닷마을 다이어리,8.74
1461,2018-07-31,"부르고뉴, 와인에서 찾은 인생",8.71
1462,2018-07-31,앤트맨과 와스프,8.66
1463,2018-07-31,걸어도 걸어도,8.64
1464,2018-07-31,안경,8.6
1465,2018-07-31,몬스터 호텔 3,8.59
1466,2018-07-31,아비정전,8.51
1467,2018-07-31,이별의 아침에 약속의 꽃을 장식하자,8.49
1468,2018-07-31,시카리오: 데이 오브 솔다도,8.48
1469,2018-07-31,탐정: 리턴즈,8.44
1470,2018-07-31,나를 차버린 스파이,8.38
1471,2018-07-31,카모메 식당,8.38
1472,2018-07-31,신은 죽지 않았다 3: 어둠 속의 빛,8.37
1473,2018-07-31,노인을 위한 나라는 없다,8.2
1474,2018-07-31,고양이를 빌려드립니다,8.08
1475,2018-07-31,파리로 가는 길,7.9
1476,2018-07-31,아이 엠 러브,7.89
1477,2018-07-31,한여름의 판타지아,7.83
1478,2018-07-31,세 번째 살인,7.78
1479,2018-07-31,신과함께-인과 연,7.73
1480,2018-07-31,콜 미 바이 유어 네임,7.55
1481,2018-07-31,킬링 디어,7.16
1482,2018-07-31,공작,6.87
1483,2018-07-31,메가로돈,6.73
1484,2018-07-31,조선명탐정: 흡혈괴마의 비밀,6.65
1485,2018-07-31,곤지암,6.47
1486,2018-07-31,목격자,5.66
1487,2018-07-31,인랑,3.87
1488,2018-08-01,당갈,9.52
1489,2018-08-01,허스토리,9.35
1490,2018-08-01,"지금, 만나러 갑니다",9.34
1491,2018-08-01,인크레더블 2,9.27
1492,2018-08-01,1987,9.25
1493,2018-08-01,극장판 헬로카봇 : 백악기 시대,9.24
1494,2018-08-01,명탐정 코난 : 제로의 집행인,9.23
1495,2018-08-01,어느 가족,9.22
1496,2018-08-01,러빙 빈센트,9.19
1497,2018-08-01,내 사랑,9.17
1498,2018-08-01,미션 임파서블: 폴아웃,9.14
1499,2018-08-01,맘마미아!2,9.07
1500,2018-08-01,어벤져스: 인피니티 워,8.95
1501,2018-08-01,너의 결혼식,8.94
1502,2018-08-01,그것만이 내 세상,8.92
1503,2018-08-01,바르다가 사랑한 얼굴들,8.91
1504,2018-08-01,소공녀,8.88
1505,2018-08-01,비포 선라이즈,8.88
1506,2018-08-01,극장판 도라에몽: 진구의 보물섬,8.78
1507,2018-08-01,신비아파트: 금빛 도깨비와 비밀의 동굴,8.76
1508,2018-08-01,바닷마을 다이어리,8.74
1509,2018-08-01,"부르고뉴, 와인에서 찾은 인생",8.71
1510,2018-08-01,앤트맨과 와스프,8.66
1511,2018-08-01,걸어도 걸어도,8.64
1512,2018-08-01,안경,8.6
1513,2018-08-01,몬스터 호텔 3,8.59
1514,2018-08-01,아비정전,8.51
1515,2018-08-01,이별의 아침에 약속의 꽃을 장식하자,8.49
1516,2018-08-01,시카리오: 데이 오브 솔다도,8.48
1517,2018-08-01,탐정: 리턴즈,8.44
1518,2018-08-01,나를 차버린 스파이,8.38
1519,2018-08-01,카모메 식당,8.38
1520,2018-08-01,신은 죽지 않았다 3: 어둠 속의 빛,8.37
1521,2018-08-01,노인을 위한 나라는 없다,8.2
1522,2018-08-01,고양이를 빌려드립니다,8.08
1523,2018-08-01,파리로 가는 길,7.9
1524,2018-08-01,아이 엠 러브,7.89
1525,2018-08-01,한여름의 판타지아,7.83
1526,2018-08-01,세 번째 살인,7.78
1527,2018-08-01,신과함께-인과 연,7.73
1528,2018-08-01,콜 미 바이 유어 네임,7.55
1529,2018-08-01,킬링 디어,7.16
1530,2018-08-01,공작,6.87
1531,2018-08-01,메가로돈,6.73
1532,2018-08-01,조선명탐정: 흡혈괴마의 비밀,6.65
1533,2018-08-01,곤지암,6.47
1534,2018-08-01,목격자,5.66
1535,2018-08-01,인랑,3.87
1536,2018-08-02,당갈,9.52
1537,2018-08-02,허스토리,9.35
1538,2018-08-02,"지금, 만나러 갑니다",9.34
1539,2018-08-02,인크레더블 2,9.27
1540,2018-08-02,1987,9.25
1541,2018-08-02,극장판 헬로카봇 : 백악기 시대,9.24
1542,2018-08-02,명탐정 코난 : 제로의 집행인,9.23
1543,2018-08-02,어느 가족,9.22
1544,2018-08-02,러빙 빈센트,9.19
1545,2018-08-02,내 사랑,9.17
1546,2018-08-02,미션 임파서블: 폴아웃,9.14
1547,2018-08-02,맘마미아!2,9.07
1548,2018-08-02,어벤져스: 인피니티 워,8.95
1549,2018-08-02,너의 결혼식,8.94
1550,2018-08-02,그것만이 내 세상,8.92
1551,2018-08-02,바르다가 사랑한 얼굴들,8.91
1552,2018-08-02,소공녀,8.88
1553,2018-08-02,비포 선라이즈,8.88
1554,2018-08-02,극장판 도라에몽: 진구의 보물섬,8.78
1555,2018-08-02,신비아파트: 금빛 도깨비와 비밀의 동굴,8.76
1556,2018-08-02,바닷마을 다이어리,8.74
1557,2018-08-02,"부르고뉴, 와인에서 찾은 인생",8.71
1558,2018-08-02,앤트맨과 와스프,8.66
1559,2018-08-02,걸어도 걸어도,8.64
1560,2018-08-02,안경,8.6
1561,2018-08-02,몬스터 호텔 3,8.59
1562,2018-08-02,아비정전,8.51
1563,2018-08-02,이별의 아침에 약속의 꽃을 장식하자,8.49
1564,2018-08-02,시카리오: 데이 오브 솔다도,8.48
1565,2018-08-02,탐정: 리턴즈,8.44
1566,2018-08-02,나를 차버린 스파이,8.38
1567,2018-08-02,카모메 식당,8.38
1568,2018-08-02,신은 죽지 않았다 3: 어둠 속의 빛,8.37
1569,2018-08-02,노인을 위한 나라는 없다,8.2
1570,2018-08-02,고양이를 빌려드립니다,8.08
1571,2018-08-02,파리로 가는 길,7.9
1572,2018-08-02,아이 엠 러브,7.89
1573,2018-08-02,한여름의 판타지아,7.83
1574,2018-08-02,세 번째 살인,7.78
1575,2018-08-02,신과함께-인과 연,7.73
1576,2018-08-02,콜 미 바이 유어 네임,7.55
1577,2018-08-02,킬링 디어,7.16
1578,2018-08-02,공작,6.87
1579,2018-08-02,메가로돈,6.73
1580,2018-08-02,조선명탐정: 흡혈괴마의 비밀,6.65
1581,2018-08-02,곤지암,6.47
1582,2018-08-02,목격자,5.66
1583,2018-08-02,인랑,3.87
1584,2018-08-03,당갈,9.52
1585,2018-08-03,허스토리,9.35
1586,2018-08-03,"지금, 만나러 갑니다",9.34
1587,2018-08-03,인크레더블 2,9.27
1588,2018-08-03,1987,9.25
1589,2018-08-03,극장판 헬로카봇 : 백악기 시대,9.24
1590,2018-08-03,명탐정 코난 : 제로의 집행인,9.23
1591,2018-08-03,어느 가족,9.22
1592,2018-08-03,러빙 빈센트,9.19
1593,2018-08-03,내 사랑,9.17
1594,2018-08-03,미션 임파서블: 폴아웃,9.14
1595,2018-08-03,맘마미아!2,9.07
1596,2018-08-03,어벤져스: 인피니티 워,8.95
1597,2018-08-03,너의 결혼식,8.94
1598,2018-08-03,그것만이 내 세상,8.92
1599,2018-08-03,바르다가 사랑한 얼굴들,8.91
1600,2018-08-03,소공녀,8.88
1601,2018-08-03,비포 선라이즈,8.88
1602,2018-08-03,극장판 도라에몽: 진구의 보물섬,8.78
1603,2018-08-03,신비아파트: 금빛 도깨비와 비밀의 동굴,8.76
1604,2018-08-03,바닷마을 다이어리,8.74
1605,2018-08-03,"부르고뉴, 와인에서 찾은 인생",8.71
1606,2018-08-03,앤트맨과 와스프,8.66
1607,2018-08-03,걸어도 걸어도,8.64
1608,2018-08-03,안경,8.6
1609,2018-08-03,몬스터 호텔 3,8.59
1610,2018-08-03,아비정전,8.51
1611,2018-08-03,이별의 아침에 약속의 꽃을 장식하자,8.49
1612,2018-08-03,시카리오: 데이 오브 솔다도,8.48
1613,2018-08-03,탐정: 리턴즈,8.44
1614,2018-08-03,나를 차버린 스파이,8.38
1615,2018-08-03,카모메 식당,8.38
1616,2018-08-03,신은 죽지 않았다 3: 어둠 속의 빛,8.37
1617,2018-08-03,노인을 위한 나라는 없다,8.2
1618,2018-08-03,고양이를 빌려드립니다,8.08
1619,2018-08-03,파리로 가는 길,7.9
1620,2018-08-03,아이 엠 러브,7.89
1621,2018-08-03,한여름의 판타지아,7.83
1622,2018-08-03,세 번째 살인,7.78
1623,2018-08-03,신과함께-인과 연,7.73
1624,2018-08-03,콜 미 바이 유어 네임,7.55
1625,2018-08-03,킬링 디어,7.16
1626,2018-08-03,공작,6.87
1627,2018-08-03,메가로돈,6.73
1628,2018-08-03,조선명탐정: 흡혈괴마의 비밀,6.65
1629,2018-08-03,곤지암,6.47
1630,2018-08-03,목격자,5.66
1631,2018-08-03,인랑,3.87
1632,2018-08-04,당갈,9.52
1633,2018-08-04,허스토리,9.35
1634,2018-08-04,"지금, 만나러 갑니다",9.34
1635,2018-08-04,인크레더블 2,9.27
1636,2018-08-04,1987,9.25
1637,2018-08-04,극장판 헬로카봇 : 백악기 시대,9.24
1638,2018-08-04,명탐정 코난 : 제로의 집행인,9.23
1639,2018-08-04,어느 가족,9.22
1640,2018-08-04,러빙 빈센트,9.19
1641,2018-08-04,내 사랑,9.17
1642,2018-08-04,미션 임파서블: 폴아웃,9.14
1643,2018-08-04,맘마미아!2,9.07
1644,2018-08-04,어벤져스: 인피니티 워,8.95
1645,2018-08-04,너의 결혼식,8.94
1646,2018-08-04,그것만이 내 세상,8.92
1647,2018-08-04,바르다가 사랑한 얼굴들,8.91
1648,2018-08-04,소공녀,8.88
1649,2018-08-04,비포 선라이즈,8.88
1650,2018-08-04,극장판 도라에몽: 진구의 보물섬,8.78
1651,2018-08-04,신비아파트: 금빛 도깨비와 비밀의 동굴,8.76
1652,2018-08-04,바닷마을 다이어리,8.74
1653,2018-08-04,"부르고뉴, 와인에서 찾은 인생",8.71
1654,2018-08-04,앤트맨과 와스프,8.66
1655,2018-08-04,걸어도 걸어도,8.64
1656,2018-08-04,안경,8.6
1657,2018-08-04,몬스터 호텔 3,8.59
1658,2018-08-04,아비정전,8.51
1659,2018-08-04,이별의 아침에 약속의 꽃을 장식하자,8.49
1660,2018-08-04,시카리오: 데이 오브 솔다도,8.48
1661,2018-08-04,탐정: 리턴즈,8.44
1662,2018-08-04,나를 차버린 스파이,8.38
1663,2018-08-04,카모메 식당,8.38
1664,2018-08-04,신은 죽지 않았다 3: 어둠 속의 빛,8.37
1665,2018-08-04,노인을 위한 나라는 없다,8.2
1666,2018-08-04,고양이를 빌려드립니다,8.08
1667,2018-08-04,파리로 가는 길,7.9
1668,2018-08-04,아이 엠 러브,7.89
1669,2018-08-04,한여름의 판타지아,7.83
1670,2018-08-04,세 번째 살인,7.78
1671,2018-08-04,신과함께-인과 연,7.73
1672,2018-08-04,콜 미 바이 유어 네임,7.55
1673,2018-08-04,킬링 디어,7.16
1674,2018-08-04,공작,6.87
1675,2018-08-04,메가로돈,6.73
1676,2018-08-04,조선명탐정: 흡혈괴마의 비밀,6.65
1677,2018-08-04,곤지암,6.47
1678,2018-08-04,목격자,5.66
1679,2018-08-04,인랑,3.87
